fid,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,census_med_income,census_pov_stat_pop,census_below_pov_line_prev_yr,census_state,census_county,census_pov_rate,pop_dense,field_1,lat,long,tot_num_serv_connects_sdwis,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,unk_mat_serv_connects,pct_lsl_calc
"605","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","346",39.004777,-85.609716,"3080",3200,,3200,,
"606","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","468",39.034053,-85.512781,"19",65,0,65,,0
"607","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","497",39.009069,-85.618732,"2346",,,,,
"608","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","722",38.979978,-85.597337,"230",280,0,280,0,0
"609","18","027","00450343","18027",Daviess,Daviess County,"06",H1,G4020,,"47780",,A,"1112375531","19123262","+38.6960890","-087.0769440","25138","32248","4184","18","27",12.97,"0","6",38.662549,-87.046118,"204",,,,,
"610","18","027","00450343","18027",Daviess,Daviess County,"06",H1,G4020,,"47780",,A,"1112375531","19123262","+38.6960890","-087.0769440","25138","32248","4184","18","27",12.97,"0","164",38.659215,-87.172789,"2847",3000,,3000,,
"611","18","027","00450343","18027",Daviess,Daviess County,"06",H1,G4020,,"47780",,A,"1112375531","19123262","+38.6960890","-087.0769440","25138","32248","4184","18","27",12.97,"0","203",38.875801,-87.086442,"265",,,,,
"612","18","027","00450343","18027",Daviess,Daviess County,"06",H1,G4020,,"47780",,A,"1112375531","19123262","+38.6960890","-087.0769440","25138","32248","4184","18","27",12.97,"0","456",38.662549,-87.046118,"368",340,0,340,0,0
"613","18","027","00450343","18027",Daviess,Daviess County,"06",H1,G4020,,"47780",,A,"1112375531","19123262","+38.6960890","-087.0769440","25138","32248","4184","18","27",12.97,"0","507",38.842254,-86.991063,"657",,,,,
"614","18","027","00450343","18027",Daviess,Daviess County,"06",H1,G4020,,"47780",,A,"1112375531","19123262","+38.6960890","-087.0769440","25138","32248","4184","18","27",12.97,"0","736",38.653425,-87.169866,"5370",5529,55,5454,20,0.99
"615","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","24",41.373216,-85.069559,"5413",5238,150,5038,50,2.86
"616","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","38",41.350458,-85.11723,"60",,,,,
"617","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","70",41.426572,-84.873809,"1014",2684,,,2684,
"618","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","130",41.437272,-85.147193,"94",100,0,100,,0
"619","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","235",41.349494,-85.135527,"2250",2250,,,2250,
"620","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","268",41.523278,-84.917231,"985",980,0,980,,0
"621","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","378",41.365989,-85.057462,"30",30,0,30,0,0
"622","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","511",41.431995,-85.019967,"31",,,,,
"623","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","654",41.31589,-84.901773,"175",,,172,,
"624","18","033","00450346","18033",DeKalb,DeKalb County,"06",H1,G4020,"258","12140",,A,"939731978","2657419","+41.4011894","-085.0001854","26892","41988","5262","18","33",12.53,"0","739",41.425895,-85.023911,"738",872,,,872,
"625","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","68",40.47005,-86.163792,"19",16,16,16,,100
"626","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","174",40.423673,-86.272247,"24",,,,,
"627","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","261",40.478094,-85.966653,"980",900,,900,,
"628","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","310",40.486291,-86.110741,"20974",24600,986,22587,1027,4.01
"629","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","319",40.417864,-86.271109,"449",460,0,460,0,0
"630","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","361",40.450835,-86.042313,"182",,,,,
"631","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","644",40.446284,-86.191281,"29",,,,,
"632","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","692",40.464946,-86.11679,"70",36,0,36,0,0
"633","18","067","00450360","18067",Howard,Howard County,"06",H1,G4020,"316","29020",,A,"758866967","2386193","+40.4835368","-086.1141178","27928","81113","13400","18","67",16.52,"0","725",40.466344,-86.133295,"111",,,,,
"634","18","125","00450381","18125",Pike,Pike County,"06",H1,G4020,,"27540",,A,"865676037","17753971","+38.3978982","-087.2325320","27180","12207","1300","18","125",10.65,"0","518",38.455204,-87.093346,"840",,,777,,
"635","18","125","00450381","18125",Pike,Pike County,"06",H1,G4020,,"27540",,A,"865676037","17753971","+38.3978982","-087.2325320","27180","12207","1300","18","125",10.65,"0","519",38.455463,-87.093281,"282",282,,282,,
"636","18","125","00450381","18125",Pike,Pike County,"06",H1,G4020,,"27540",,A,"865676037","17753971","+38.3978982","-087.2325320","27180","12207","1300","18","125",10.65,"0","539",38.49129,-87.280208,"1480",1400,20,1380,0,1.43
"637","18","125","00450381","18125",Pike,Pike County,"06",H1,G4020,,"27540",,A,"865676037","17753971","+38.3978982","-087.2325320","27180","12207","1300","18","125",10.65,"0","650",38.249079,-87.258102,"189",,,,,
"638","18","125","00450381","18125",Pike,Pike County,"06",H1,G4020,,"27540",,A,"865676037","17753971","+38.3978982","-087.2325320","27180","12207","1300","18","125",10.65,"0","768",38.382272,-87.212786,"447",,,,,
"639","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","25",39.05719,-84.899759,"2590",1924,12,1884,30,0.62
"640","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","111",39.109552,-84.860813,"1900",1895,551,1344,0,29.08
"641","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","173",39.017835,-85.058843,"790",790,,790,,
"642","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","288",39.056558,-84.901661,"478",475,,,475,
"643","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","389",39.090891,-84.84995,"1700",1692,25,1667,25,1.48
"644","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","407",39.086717,-84.916896,"2046",2050,0,2050,0,0
"645","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","490",39.280477,-84.95806,"2086",2077,0,2077,,0
"646","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","700",39.221221,-84.856417,"3700",3683,0,3683,0,0
"647","18","029","00450344","18029",Dearborn,Dearborn County,"06",H1,G4020,"178","17140",,A,"790138587","6033369","+39.1483200","-084.9734976","30225","48758","4925","18","29",10.1,"0","712",39.155324,-84.831654,"1895",1845,0,1845,,0
"648","18","071","00451678","18071",Jackson,Jackson County,"06",H1,G4020,"294","42980",,A,"1319087093","11923424","+38.9119571","-086.0425161","26199","42740","6650","18","71",15.56,"0","153",38.795334,-85.840883,"750",,,,,
"649","18","071","00451678","18071",Jackson,Jackson County,"06",H1,G4020,"294","42980",,A,"1319087093","11923424","+38.9119571","-086.0425161","26199","42740","6650","18","71",15.56,"0","321",38.95712,-85.890949,"7484",7450,20,4350,3100,0.27
"650","18","071","00451678","18071",Jackson,Jackson County,"06",H1,G4020,"294","42980",,A,"1319087093","11923424","+38.9119571","-086.0425161","26199","42740","6650","18","71",15.56,"0","340",39.031872,-85.831488,"381",375,,375,0,
"651","18","071","00451678","18071",Jackson,Jackson County,"06",H1,G4020,"294","42980",,A,"1319087093","11923424","+38.9119571","-086.0425161","26199","42740","6650","18","71",15.56,"0","341",38.886295,-86.057063,"4919",5225,75,5150,0,1.44
"652","18","071","00451678","18071",Jackson,Jackson County,"06",H1,G4020,"294","42980",,A,"1319087093","11923424","+38.9119571","-086.0425161","26199","42740","6650","18","71",15.56,"0","433",38.824844,-86.170016,"369",330,0,330,0,0
"653","18","071","00451678","18071",Jackson,Jackson County,"06",H1,G4020,"294","42980",,A,"1319087093","11923424","+38.9119571","-086.0425161","26199","42740","6650","18","71",15.56,"0","472",38.9579,-85.893291,"620",625,0,625,,0
"654","18","101","00451679","18101",Martin,Martin County,"06",H1,G4020,,,,A,"869615710","12033246","+38.7053220","-086.8018468","26928","9971","1330","18","101",13.34,"0","146",38.836498,-86.898805,"125",,,,,
"655","18","101","00451679","18101",Martin,Martin County,"06",H1,G4020,,,,A,"869615710","12033246","+38.7053220","-086.8018468","26928","9971","1330","18","101",13.34,"0","187",38.664884,-86.792466,"1235",1276,0,1276,0,0
"656","18","101","00451679","18101",Martin,Martin County,"06",H1,G4020,,,,A,"869615710","12033246","+38.7053220","-086.8018468","26928","9971","1330","18","101",13.34,"0","410",38.676995,-86.91417,"1450",1450,,1440,10,
"657","18","101","00451679","18101",Martin,Martin County,"06",H1,G4020,,,,A,"869615710","12033246","+38.7053220","-086.8018468","26928","9971","1330","18","101",13.34,"0","473",38.876211,-86.899792,"500",365,,292,73,
"658","18","101","00451679","18101",Martin,Martin County,"06",H1,G4020,,,,A,"869615710","12033246","+38.7053220","-086.8018468","26928","9971","1330","18","101",13.34,"0","535",38.737845,-86.919531,"280",,,,,
"659","18","101","00451679","18101",Martin,Martin County,"06",H1,G4020,,,,A,"869615710","12033246","+38.7053220","-086.8018468","26928","9971","1330","18","101",13.34,"0","627",38.650801,-86.781852,"480",,,,,
"660","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","72",39.814312,-85.172035,"1050",,,,,
"661","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","95",39.811425,-84.949606,"1073",1071,,,1071,
"662","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","138",39.807889,-84.887116,"22",22,,22,,
"663","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","175",39.812202,-85.208306,"401",428,0,428,0,0
"664","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","224",39.955603,-84.917462,"344",339,0,339,0,0
"665","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","264",39.91917,-85.152355,"37",,,,,
"666","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","265",39.911489,-85.161009,"930",900,25,800,75,2.78
"667","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","318",39.854269,-84.879186,"15121",17000,4617,12383,0,27.16
"668","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","396",39.7886,-85.142925,"45",,,,,
"669","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","446",39.788102,-85.155242,"258",266,215,51,,80.83
"670","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","546",39.81786,-85.125462,"20",19,19,19,0,100
"671","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","547",39.81786,-85.125462,"20",19,0,19,,0
"672","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","578",39.87556,-84.94023,"65",,,,,
"673","18","177","00450336","18177",Wayne,Wayne County,"06",H1,G4020,"458","39980",,A,"1040508996","6732250","+39.8630908","-085.0067351","22607","64308","11727","18","177",18.24,"0","777",39.787403,-85.143146,"44",,,,,
"674","18","145","00450387","18145",Shelby,Shelby County,"06",H1,G4020,"294","26900",,A,"1064884352","4149819","+39.5241345","-085.7921742","30183","43412","4623","18","145",10.65,"0","322",39.522928,-85.769484,"6652",6707,593,6107,7,8.84
"675","18","145","00450387","18145",Shelby,Shelby County,"06",H1,G4020,"294","26900",,A,"1064884352","4149819","+39.5241345","-085.7921742","30183","43412","4623","18","145",10.65,"0","463",39.675493,-85.705051,"525",,,,,
"676","18","145","00450387","18145",Shelby,Shelby County,"06",H1,G4020,"294","26900",,A,"1064884352","4149819","+39.5241345","-085.7921742","30183","43412","4623","18","145",10.65,"0","623",39.51353,-85.752853,"23",,,,,
"677","18","145","00450387","18145",Shelby,Shelby County,"06",H1,G4020,"294","26900",,A,"1064884352","4149819","+39.5241345","-085.7921742","30183","43412","4623","18","145",10.65,"0","728",39.453272,-85.668511,"256",,,,,
"678","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","30",39.25,-86.45,"1788",1800,0,1800,0,0
"679","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","109",39.09,-86.47,"25432",25776,7000,15364,10412,27.16
"680","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","189",39.129492,-86.443816,"1383",1380,,1380,,
"681","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","201",39.233937,-86.624297,"4981",4861,0,4861,0,0
"682","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","577",39.115569,-86.501273,"340",344,0,344,0,0
"683","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","609",39.052713,-86.538727,"45",73,0,73,0,0
"684","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","643",39.003125,-86.547441,"3376",3500,0,3500,3500,0
"685","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","718",39.137965,-86.590675,"2326",2340,0,2340,0,0
"686","18","105","00451680","18105",Monroe,Monroe County,"06",H1,G4020,"144","14020",,A,"1021814153","43504254","+39.1607286","-086.5233100","20728","129312","31974","18","105",24.73,"0","735",39.306835,-86.493528,"1460",1450,,1450,,
"687","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","67",40.660318,-86.10277,"385",,,,,
"688","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","421",40.578382,-86.129431,"110",,,,,
"689","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","537",40.755366,-86.056799,"1060",977,0,977,0,0
"690","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","538",40.755619,-86.057084,"4843",5364,1116,4248,0,20.81
"691","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","585",40.729376,-85.972653,"25",25,,,25,
"692","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","745",40.753653,-86.068881,"39",,,,,
"693","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","763",40.778939,-86.12832,"24",,,,,
"694","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","774",40.723063,-86.132289,"47",48,0,48,,0
"695","18","103","00450373","18103",Miami,Miami County,"06",H1,G4020,"316","37940",,A,"968246952","9184624","+40.7728813","-086.0442585","25054","33610","5363","18","103",15.96,"0","775",40.72336,-86.128424,"88",90,0,90,,0
"696","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","5",40.26332,-85.672938,"2003",2434,479,1965,,19.68
"697","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","10",40.11052,-85.720973,"21500",27745,6936,18034,2775,25
"698","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","101",40.112866,-85.599557,"1074",,,,,
"699","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","194",40.100968,-85.73209,"915",,,,,
"700","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","204",40.274744,-85.840545,"3516",3514,270,1145,2099,7.68
"701","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","230",40.223092,-85.780152,"921",,,,,
"702","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","273",40.079371,-85.699088,"19",,,,,
"703","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","325",40.340801,-85.644747,"378",420,31,389,0,7.38
"704","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","335",39.961898,-85.802537,"1068",1606,0,1606,0,0
"705","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","386",40.068373,-85.848313,"864",,,,,
"706","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","512",40.270728,-85.727882,"175",,,,,
"707","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","533",40.002265,-85.747017,"1656",1548,,1148,,
"708","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","569",40.002991,-85.71193,"51",,,,,
"709","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","641",40.026915,-85.844063,"27",26,0,26,0,0
"710","18","095","00450370","18095",Madison,Madison County,"06",H1,G4020,"294","26900",,A,"1170457563","2559342","+40.1662030","-085.7224543","24672","123108","21454","18","95",17.43,"0","642",40.028995,-85.843307,"4",4,,4,,
"711","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","31",39.762233,-86.817696,"335",310,,310,,
"712","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","42",39.64449,-86.864732,"208",,,0,150,
"713","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","86",39.514768,-86.793897,"1200",,,,,
"714","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","120",39.514768,-86.793897,"1020",,,,,
"715","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","258",39.64449,-86.864732,"3802",,,,,
"716","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","564",39.567103,-86.886867,"38",38,,38,,
"717","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","568",39.557544,-86.966957,"920",,,,,
"718","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","584",39.848934,-86.80223,"400",,,,,
"719","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","604",39.857774,-86.983538,"160",,,,,
"720","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","635",39.601095,-86.833283,"549",,,,,
"721","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","697",39.667547,-86.75334,"191",,,,,
"722","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","716",39.726766,-86.928158,"321",,,317,,
"723","18","133","00450384","18133",Putnam,Putnam County,"06",H1,G4020,"294","26900",,A,"1244585902","5585892","+39.6655479","-086.8533729","26035","31918","3696","18","133",11.58,"0","767",39.791667,-86.885353,"110",,,,,
"724","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","15",39.73609,-86.262283,"185",,,,,
"725","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","17",39.916363,-86.070166,"460",,,,,
"726","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","47",39.661576,-86.185347,"50",52,0,52,,0
"727","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","96",39.767985,-86.165241,"6",,,,,
